Robert David Webster,United States of America,1960,Summer_Olympics
Richard Carroll Conner,United States of America,1956,Summer_Olympics
Robert Haigh,Australia,,
Moss Christie,Australia,,
Danni Roche,Australia,,
Michael Grenda,Australia,,
Ian Millar,Canada,1972,Summer_Olympics
Johanna Almgren,Sweden,2008,Summer_Olympics
Hanna Zajc,Sweden,2008,Summer_Olympics
Irene MacDonald,Canada,1956,Summer_Olympics
Martin Tešovic,Slovakia,2008,Summer_Olympics
Heike Fischer,Germany,2008,Summer_Olympics
Timothy Berrett,Canada,2008,Summer_Olympics
Melissa Tancredi,Canada,2008,Summer_Olympics
Connor Grimes,Canada,2008,Summer_Olympics
Trent McClenahan,Australia,2008,Summer_Olympics
Leith Brodie,Australia,2008,Summer_Olympics
Ramunas Šiškauskas,Lithuania,2000,Summer_Olympics
Michael Redd,United States of America,2008,Summer_Olympics
Melanie  Roach,United States of America,2008,Summer_Olympics
Dustin Jonas,United States of America,2008,Summer_Olympics
Milena Duchková,Czechoslovakia,1972,Summer_Olympics
Vladimir Vasin,Soviet Union,1972,Summer_Olympics
Laura Ludwig,Germany,2008,Summer_Olympics
Brita Baldus,Germany,1992,Summer_Olympics
Tiffany Ross-Williams,United States of America,2008,Summer_Olympics
Juan Botella,Mexico,1960,Summer_Olympics
Velma Dunn,United States of America,1936,Summer_Olympics
Sally Barkow,United States of America,2008,Summer_Olympics
Steve Mocco,United States of America,2008,Summer_Olympics
Pierre Browne,Canada,2008,Summer_Olympics
Trisha Fallon,Australia,,
Wyatt Allen,United States of America,2008,Summer_Olympics
Gintaras Krapikas,Lithuania,,
Samantha Reid,Australia,2008,Summer_Olympics
Gabriella Fagundez,Sweden,2008,Summer_Olympics
Alexandra Komarnycky,Canada,2008,Summer_Olympics
Stephanie Cox,United States of America,2008,Summer_Olympics
Matthew Emmons,United States of America,2008,Summer_Olympics
Khatuna Lorig,United States of America,2008,Summer_Olympics
Nathaniel Miller,Canada,2008,Summer_Olympics
Joy Fawcett,United States of America,2000,Summer_Olympics
Jennifer Yee,Canada,2008,Summer_Olympics
Angie Bainbridge,Australia,2008,Summer_Olympics
Augusto Midana,Guinea-Bissau,2008,Summer_Olympics
Johan Sauer,Canada,2008,Summer_Olympics
Jalmar Sjöberg,Sweden,2008,Summer_Olympics
Jin Jong-Oh,South Korea,2004,Summer_Olympics
Yoon Jin-Hee,South Korea,2008,Summer_Olympics
Kim St-Pierre,Canada,2010,Winter_Olympics
Hyun-Jung Joo,South Korea,2008,Summer_Olympics
Paola Suárez,Argentina,2004,Summer_Olympics
Abhinav Bindra,India,2008,Summer_Olympics
Jackeline Rentería,Colombia,2008,Summer_Olympics
Bair Badënov,Russia,2008,Summer_Olympics
Viktors Šcerbatihs,Latvia,2008,Summer_Olympics
Sandra Izbasa,Romania,2008,Summer_Olympics
Seyedmorad Mohammadi,Iran,2008,Summer_Olympics
Erinn Smart,United States of America,2008,Summer_Olympics
Khasan Baroev,Russia,2008,Summer_Olympics
Ralph Metcalfe,United States of America,1936,Summer_Olympics
Hrysopiyí Devetzí,Greece,2004,Summer_Olympics
Ekaterina Karsten,Belarus,1996,Summer_Olympics
Richard Ducroz,France,2010,Winter_Olympics
Maciej Ustynowicz,Poland,2010,Winter_Olympics
Madara Liduma,Latvia,2010,Winter_Olympics
Eva-Maria Brem,Austria,2010,Winter_Olympics
Nina Reithmayer,Austria,2010,Winter_Olympics
Renate Groenewold,Netherlands,2010,Winter_Olympics
Timo Antila,Finland,2010,Winter_Olympics
Chloe  Georges,France,2010,Winter_Olympics
Liang Wenhao,China,2010,Winter_Olympics
Brett Camerota,United States of America,2010,Winter_Olympics
Anna Bogaliy-Titovets,Russia,2010,Winter_Olympics
Evgeny Abramenko,Belarus,2010,Winter_Olympics
Marie Dorin,France,2010,Winter_Olympics
Linda Välimäki,Finland,2010,Winter_Olympics
Regina Mader,Austria,2010,Winter_Olympics
Horace Johnson,England,1920,Summer_Olympics
Ludmila Privivkova,Russia,2010,Winter_Olympics
Milos Savic,Serbia,2010,Winter_Olympics
Marcelo Arriagada,Chile,2004,Summer_Olympics
Steve Redgrave,United Kingdom,1984,Summer_Olympics
Dijana Ravnikar,Slovenia,2010,Winter_Olympics
Maelle Ricker,Canada,2010,Winter_Olympics
Steven Nyman,United States of America,2010,Winter_Olympics
Ben Griffin,New Zealand,2010,Winter_Olympics
Maria Belen Simari Birkner,Argentina,2010,Winter_Olympics
Michaela Matejova,Slovakia,2010,Winter_Olympics
Khash-Erdene Khurelbataar,Mongolia,2010,Winter_Olympics
Mihaela Chiras,Romania,2010,Winter_Olympics
Erik Johnson,United States of America,2010,Winter_Olympics
Sergei Maitakov,Russia,2010,Winter_Olympics
Bengt Walden,United States of America,2010,Winter_Olympics
Svetlana Terenteva,Russia,2010,Winter_Olympics
Simon Cho,United States of America,2010,Winter_Olympics
Ville Peltonen,Finland,2010,Winter_Olympics
Heather McPhie,United States of America,2010,Winter_Olympics
Svetlana Sleptsova,Russia,2010,Winter_Olympics
Jeong Gyeongmi,South Korea,2008,Summer_Olympics
Dmitriy Karpov,Kazakhstan,2004,Summer_Olympics
Lucious Jackson,United States of America,1964,Summer_Olympics
Nikita Lobintsev,Russia,2008,Summer_Olympics
Alexander Grimm,Germany,2008,Summer_Olympics
Julien Pillet,France,2008,Summer_Olympics
Svetlana Feofanova,Russia,2008,Summer_Olympics
Hrysopiyí Devetzí,Greece,2008,Summer_Olympics
Giovanni Pellielo,Italy,2004,Summer_Olympics
Scott Fortune,United States of America,1992,Summer_Olympics
Anders Johnson,United States of America,2006,Winter_Olympics
Christine Boudrias,Canada,1994,Winter_Olympics
Nicola Rodigari,Italy,2006,Winter_Olympics
Casey  Puckett,United States of America,1994,Winter_Olympics
Shiho Nakashima,Japan,2006,Winter_Olympics
Angela Ruggiero,United States of America,2006,Winter_Olympics
Scott Gomez,United States of America,2006,Winter_Olympics
Christoph Schubert,Germany,2006,Winter_Olympics
Kim Hyun-Ki,South Korea,1998,Winter_Olympics
George O'Day,United States of America,1960,Summer_Olympics
Patrick Jonker,,1992,Summer_Olympics
Igor González de Galdeano,Spain,2004,Summer_Olympics
Harry Lodge,,1988,Summer_Olympics
Peter Vonhof,,1976,Summer_Olympics
Edi Ziegler,,1952,Summer_Olympics
Ian Browne,,1956,Summer_Olympics
Preben Esaksson,,1964,Summer_Olympics
Caroline Alexander,,2000,Summer_Olympics
Michael Greis,Germany,2006,Winter_Olympics
Mats Larsson,Sweden,2006,Winter_Olympics
Louis Trousselier,France,1900,Summer_Olympics
Mark Grimmette,United States of America,1998,Winter_Olympics
John Allis,,1968,Summer_Olympics
Dino Bruni,,1952,Summer_Olympics
Kristin Armstrong,United States of America,2004,Summer_Olympics
Nikola Nimac,Croatia,2006,Winter_Olympics
Kristin Størmer Steira,Norway,2006,Winter_Olympics
Miguel Martinez,,2000,Summer_Olympics
Michael Haas,Germany,2008,Summer_Olympics
Mia Hamm,United States of America,2004,Summer_Olympics
Kenenisa Bekele,Ethiopia,2008,Summer_Olympics
Douglas Partie,United States of America,1992,Summer_Olympics
Lin Dan,China,2008,Summer_Olympics
Svetlana Feofanova,Russia,2004,Summer_Olympics
Fernanda Oliveira,Brazil,2008,Summer_Olympics
Ellie Faulkner,United Kingdom,2012,Summer_Olympics
Andranik Hakobyan,Armenia,2012,Summer_Olympics
Thierry Omeyer,France,2012,Summer_Olympics
Ilya Korotkov,Russia,2012,Summer_Olympics
Marie-Pier Beaudet,Canada,2012,Summer_Olympics
Sergio Sanchez,Guatemala,2012,Summer_Olympics
Keli Smith Puzo,United States of America,2012,Summer_Olympics
Alexander López,Honduras,2012,Summer_Olympics
Valentina Vezzali,Italy,2012,Summer_Olympics
Omar Simmonds,Panama,2012,Summer_Olympics
Richard Schuil,Netherlands,2012,Summer_Olympics
Niccolò Ferrari,Italy,2012,Summer_Olympics
Royston Drenthe,Netherlands,2008,Summer_Olympics
,Argentina,2012,Summer_Olympics
Dailenys Alcántara,Cuba,2012,Summer_Olympics
Faustine Mussa,Tanzania,2012,Summer_Olympics
Mujinga Kambundji,Switzerland,2012,Summer_Olympics
Guram Pherselidze,Georgia,2012,Summer_Olympics
Brandi Jacobson Prentice,Canada,2012,Summer_Olympics
Hansle Parchment,Jamaica,2012,Summer_Olympics
Sylwia Bogacka,Poland,2012,Summer_Olympics
Vitaly Fridzon,Russia,2012,Summer_Olympics
Schillonie Calvert,Jamaica,2012,Summer_Olympics
Óscar Molina,Mexico,2012,Summer_Olympics
Richard Weinberger,Canada,2012,Summer_Olympics
Krists Straume,Latvia,2012,Summer_Olympics
Yelena Vystropova,Azerbaijan,2012,Summer_Olympics
,Finland,2012,Summer_Olympics
Sarah Wells,Canada,2012,Summer_Olympics
Tian Liang,China,2012,Summer_Olympics
Ahmet Akdilek,Turkey,2012,Summer_Olympics
Caryn Davies,United States of America,2012,Summer_Olympics
Laura Salminen,Finland,2012,Summer_Olympics
Marcel Marcilloux,France,2012,Summer_Olympics
Sergio Luis Henao,Colombia,2012,Summer_Olympics
Choi Ki Ho,Hong Kong,2012,Summer_Olympics
Byron Guama,Ecuador,2012,Summer_Olympics
Dianelys Perez,Cuba,2012,Summer_Olympics
Marc Willers,New Zealand,2012,Summer_Olympics
James Espey,Ireland,2012,Summer_Olympics
Viola Kibiwot,Kenya,2012,Summer_Olympics
Janine Berger,Germany,2012,Summer_Olympics
Robyn de Groot,South Africa,2012,Summer_Olympics
Jessica Steffens,United States of America,2012,Summer_Olympics
Mayra Aguiar,Brazil,2012,Summer_Olympics
Kirill Denisov,Russia,2012,Summer_Olympics
Denis Kaliberda,Germany,2012,Summer_Olympics
Dieudonne Dolassem,Cameroon,2012,Summer_Olympics
Fang Yuting,China,2012,Summer_Olympics
Maximiliano Richeze,Argentina,2012,Summer_Olympics
Nick Willis,New Zealand,2012,Summer_Olympics
Daulet Shabanbay,Kazakhstan,2012,Summer_Olympics
Mariya Liver,Ukraine,2012,Summer_Olympics
Artem Khadjibekov,Russia,2012,Summer_Olympics
Evelyn dos Santos,Brazil,2012,Summer_Olympics
Liviu Dumitrescu-Lazar,Romania,2012,Summer_Olympics
Shaun Dhillion,Canada,2012,Summer_Olympics
Tirunesh Dibaba,Ethiopia,2012,Summer_Olympics
Karin Mortensen,Denmark,2012,Summer_Olympics
Guo Shuang,China,2012,Summer_Olympics
Federico Pizarro,Argentina,2012,Summer_Olympics
Pang Jiaying,China,2012,Summer_Olympics
Tatyana Lebedeva,Russia,2012,Summer_Olympics
Petar Muslim,Croatia,2012,Summer_Olympics
Ryo Yamamoto,Japan,2012,Summer_Olympics
Andrea Foglia Costa,Uruguay,2012,Summer_Olympics
Irina Begu,Romania,2012,Summer_Olympics
Víctor Sada,Spain,2012,Summer_Olympics
Ksenia Dudkina,Russia,2012,Summer_Olympics
Ekaterina Timofeyeva,Belarus,2012,Summer_Olympics
Ahmed El-Shenawy,Egypt,2012,Summer_Olympics
Lee Beom-Young,South Korea,2012,Summer_Olympics
Matti Mattsson,Finland,2012,Summer_Olympics
Joanna Rowsell,United Kingdom,2012,Summer_Olympics
Gonzalo Peillat,Argentina,2012,Summer_Olympics
Hannah Every-Hall,Australia,2012,Summer_Olympics
le Quoc Toan Tran,Vietnam,2012,Summer_Olympics
Jared Tallent,Australia,2012,Summer_Olympics
Mariangela Perrupato,Italy,2012,Summer_Olympics
Spyridon Gianniotis,Greece,2012,Summer_Olympics
Jeffrey Hunt,Australia,2012,Summer_Olympics
Martin Hollstein,Germany,2012,Summer_Olympics
Sam Hazewinkel,United States of America,2012,Summer_Olympics
Kim Chang-Soo,South Korea,2012,Summer_Olympics
Cheng Wen,China,2012,Summer_Olympics
Issam Tej,Tunisia,2012,Summer_Olympics
Julián Sánchez,Mexico,2012,Summer_Olympics
Kathleen Macleod,Australia,2012,Summer_Olympics
Kenrick Monk,Australia,2012,Summer_Olympics
Mohammad Bagheri,Iran,2012,Summer_Olympics
Alex Quinonez,Ecuador,2012,Summer_Olympics
Aiga Grabuste,Latvia,2012,Summer_Olympics
Antonio Ciano,Italy,2012,Summer_Olympics
Hernán Jasen,Argentina,2012,Summer_Olympics
Lucy Jaramillo,Ecuador,2012,Summer_Olympics
Ioannis Drymonakos,Greece,2012,Summer_Olympics
Eran Sela,Israel,2012,Summer_Olympics
Steve Guerdat,Switzerland,2012,Summer_Olympics
Ioana Rotaru,Romania,2012,Summer_Olympics
Yulianna Zhalniaruk,Belarus,2012,Summer_Olympics
Stephane Christidis,France,2012,Summer_Olympics
Gojko Pijetlovic,Serbia,2012,Summer_Olympics
Tugçe Sahutoglu,Turkey,2012,Summer_Olympics
Jang Soo Ji,South Korea,2012,Summer_Olympics
Hugues Fournel,Canada,2012,Summer_Olympics
Sven Knipphals,Germany,2012,Summer_Olympics
,Montenegro,2012,Summer_Olympics
Danielle Lopez,Canada,2012,Summer_Olympics
Timo Boll,Germany,2012,Summer_Olympics
Natalya Nazarova,Russia,2012,Summer_Olympics
Emilia Fahlin,Sweden,2012,Summer_Olympics
Roberta Bianconi,Italy,2012,Summer_Olympics
Sara Bertolasi,Italy,2012,Summer_Olympics
Martina Emanuel,United Kingdom,2012,Summer_Olympics
Gulnara Samitova,Russia,2012,Summer_Olympics
Lyn Byl,United Kingdom,2012,Summer_Olympics
Renato Rezende,Brazil,2012,Summer_Olympics
Maaike Caelers,Netherlands,2012,Summer_Olympics
Paulette Zang-Milama,Gabon,2012,Summer_Olympics
Oludamola Osayomi,Nigeria,2012,Summer_Olympics
Yerkebulan Kossayev,Kazakhstan,2012,Summer_Olympics
Julen Aguinagalde,Spain,2012,Summer_Olympics
Georgina Geikie,United Kingdom,2012,Summer_Olympics
Siril Helljesen,Norway,2012,Summer_Olympics
Aliya Garayeva,Azerbaijan,2012,Summer_Olympics
Elisa Rigaudo,Italy,2012,Summer_Olympics
Irene Montrucchio,Spain,2012,Summer_Olympics
Andja Jelavic,Croatia,2012,Summer_Olympics
Kamila Socko,Poland,2012,Summer_Olympics
Evgeni Orlov,Ukraine,2012,Summer_Olympics
Alexandru Siriteanu,Romania,2012,Summer_Olympics
Jehue Gordon,Trinidad and Tobago,2012,Summer_Olympics
Aurelie Halbwachs,Mauritius,2012,Summer_Olympics
Ryan Cochrane,Canada,2012,Summer_Olympics
Chay Lapin,United States of America,2012,Summer_Olympics
Omar Pinzón,Colombia,2012,Summer_Olympics
Ondrej Cink,Czech Republic,2012,Summer_Olympics
,Togo,2012,Summer_Olympics
Valeria Maksyuta,Israel,2012,Summer_Olympics
Nicola Zagame,Australia,2012,Summer_Olympics
Verónica Cuadrado,Spain,2012,Summer_Olympics
Lenka Hykova,Czech Republic,2012,Summer_Olympics
Cheng Shao-Chieh,Taiwan,2012,Summer_Olympics
Austin Smith,South Africa,2012,Summer_Olympics
Daina Gudzineviciute,Lithuania,2012,Summer_Olympics
Moshad Alamiyan,Iran,2012,Summer_Olympics
Toby Ng,Canada,2012,Summer_Olympics
Natalia Duco,Chile,2012,Summer_Olympics
Jennifer Pinches,United Kingdom,2012,Summer_Olympics
Sin Chol-Bom,North Korea,2012,Summer_Olympics
Christophe Guenot,France,2012,Summer_Olympics
Karin Donckers,Belgium,2012,Summer_Olympics
Laura Robson,United Kingdom,2012,Summer_Olympics
,Norway,2012,Summer_Olympics
Peter López,Peru,2012,Summer_Olympics
Harald Ambros,Austria,2012,Summer_Olympics
Arezoo Hakimi,Iran,2012,Summer_Olympics
Peter Wilson,United Kingdom,2012,Summer_Olympics
Igor Tikhomirov,Canada,2012,Summer_Olympics
Ruben Lopez,Spain,2012,Summer_Olympics
Alin Alexuc,Romania,2012,Summer_Olympics
Sofya  Ochigava,Russia,2012,Summer_Olympics
Tetteh Sulemanu,Ghana,2012,Summer_Olympics
Rory Warlow,United Kingdom,2012,Summer_Olympics
Nery Mantey Niangkouara,Greece,2012,Summer_Olympics
Stephanie Proud,United Kingdom,2012,Summer_Olympics
Dean Couzins,New Zealand,2012,Summer_Olympics
Hana Klapalová,Czech Republic,2012,Summer_Olympics
Valeria Sorokina,Russia,2012,Summer_Olympics
Leah Mariem Lorraine Callahan,Canada,2012,Summer_Olympics
Jaromír Ježek,Czech Republic,2012,Summer_Olympics
Esthera Petre,Romania,2012,Summer_Olympics
László Nagy,Hungary,2012,Summer_Olympics
Isabelle Yacoubou,France,2012,Summer_Olympics
Jiang Kelu,China,2012,Summer_Olympics
Sadio Mané,Senegal,2012,Summer_Olympics
Anu Nieminen,Finland,2012,Summer_Olympics
Daniel Michan Halbinger,Mexico,2012,Summer_Olympics
Anton Zakharov,Ukraine,2012,Summer_Olympics
Raidel Acea,Cuba,2012,Summer_Olympics
Yang Junjing,China,2012,Summer_Olympics
Leevan Sands,Bahamas,2012,Summer_Olympics
Gediminas Bagdonas,Lithuania,2012,Summer_Olympics
Jonathan Borlée,Belgium,2012,Summer_Olympics
Benson Gicharu Njangiru,Kenya,2012,Summer_Olympics
Charlotte Becker,Germany,2012,Summer_Olympics
Sherif Farrag,Egypt,2012,Summer_Olympics
Milcah Chemos Cheywa,Kenya,2012,Summer_Olympics
Daniel Bluman,Colombia,2012,Summer_Olympics
Isiah Kiplangat Koech,Kenya,2012,Summer_Olympics
Larrissa Miller,Australia,2012,Summer_Olympics
Wendy Holst Larsen,Denmark,2012,Summer_Olympics
Fernanda da Silva,Brazil,2012,Summer_Olympics
Dalia El-Gebaly,Egypt,2012,Summer_Olympics
Federico Fernandez,Mexico,2004,Summer_Olympics
Jose Cristobal,Mexico,2012,Summer_Olympics
Artem Dyatlov,Uzbekistan,2012,Summer_Olympics
Sun Jie,China,2012,Summer_Olympics
Aurélie Malaussena,France,2012,Summer_Olympics
Margarita Matsko,Kazakhstan,2012,Summer_Olympics
Sergey Kucherov,Russia,2012,Summer_Olympics
Sultan Mubarak Al-Dawoodi,Saudi Arabia,2012,Summer_Olympics
Ivana Španovic,Serbia,2012,Summer_Olympics
Brett Fraser,Cayman Islands,2012,Summer_Olympics
Daria Vdovina,Russia,2012,Summer_Olympics
Tina Flognman,Sweden,2012,Summer_Olympics
Sabrina Jaquet,Switzerland,2012,Summer_Olympics
Robert Moore,United Kingdom,2012,Summer_Olympics
Nihan Kantarci,Turkey,2012,Summer_Olympics
Daryna Zevina,Ukraine,2012,Summer_Olympics
Han Song-Yi,South Korea,2012,Summer_Olympics
Adrienne Iven,Cameroon,2012,Summer_Olympics
Park Chu-Young,South Korea,2012,Summer_Olympics
Zaneta Glanc,Poland,2012,Summer_Olympics
Moe Kaifuchi,Japan,2012,Summer_Olympics
Marcos Aoás Corrêa,Brazil,2012,Summer_Olympics
Julien Benneteau,France,2012,Summer_Olympics
Lauren Sesselmann,Canada,2012,Summer_Olympics
Kim Deok-Hyeon,South Korea,2012,Summer_Olympics
Erica Morningstar,Canada,2012,Summer_Olympics
Max Mirnyi,Belarus,2012,Summer_Olympics
Wakako Tabata,Japan,2012,Summer_Olympics
Daisuke Suzuki,Japan,2012,Summer_Olympics
Petra Kulichová,Czech Republic,2012,Summer_Olympics
Sara Ramirez,Spain,2012,Summer_Olympics
Yoon Kyung-Min,South Korea,2000,Summer_Olympics
Peter Waterfield,United Kingdom,2012,Summer_Olympics
Myriam Soumaré,France,2012,Summer_Olympics
Kanako Watanabe,Japan,2012,Summer_Olympics
Irina Konstantinova-Bontemps,Bulgaria,2012,Summer_Olympics
Muhammad Waqas Sharif,Pakistan,2012,Summer_Olympics
Rachid Azzedine,France,2012,Summer_Olympics
Shinshiro Yukiya,Japan,2012,Summer_Olympics
Sabine Zimmer,Germany,2012,Summer_Olympics
Kei Nishikori,Japan,2012,Summer_Olympics
Hiroyuki Nakano,Japan,2012,Summer_Olympics
Gerald Phiri,Zambia,2012,Summer_Olympics
Denis Spicka,Czech Republic,2012,Summer_Olympics
Lucía Castañeda,Nicaragua,2012,Summer_Olympics
Daniel Clark,United Kingdom,2012,Summer_Olympics
Chris Mears,United Kingdom,2012,Summer_Olympics
